abil_skill_acidburstclose_name	酸液爆发
tutorial_returntotown_text	我们推荐冒险者时不时#cg#返回城镇#ec#，以出售道具，补充物资和接取新的#cy#传闻#ec#（任务）。\n\n使用^tag5^，只需小小的等待（按Space或移动）之后，便能马上传送回城镇。你还可以利用#cc#同一个传送门#ec#从城镇回到开启传送门的位置。\n\n
tutorial_searchbar_text_part1	#big#搜索栏小提示#endbig#\n\n#cy#搜索栏#ec#可以用来筛选道具列表！输入#cc#剑#ec#或#cc#斧#ec#将仅显示对应类型，或者道具名、描述中含有该关键字的道具。\n\n你可以输入多个关键字（英文逗号隔开），如：#cc#剑,传奇#ec#。列出的物品必须同时含有你所输入的所有关键字。\n\n你也可以输入#cc#剑 or 斧#ec#，只要含有其中任意关键字就会被列出。
tutorial_searchbar_text_part2	其它标记包括#cc#垃圾#ec#（道具被标记为垃圾），#cc#喜爱#ec#，#cc#梦幻#ec#（仅“梦幻”道具）， #cc#原料#ec#和#cc#新#ec#。\n\n高级筛选中，你也可以使用#cc#rank:X#ec# 这里的X是道具等级。\n\n使用 #cc#rankabove:X#ec# 来搜索高于X等级的道具，#cc#rankbelow:X#ec#与之相反。\n\n#cy#稀有度#ec#也是同样的比如：#cc#rarity:common#ec#仅展示普通道具，#cc#raritybelow:legendary#ec#将展示所有#cy#低于#ec#传奇的道具\n\n
tutorial_wardrobe_text	想要改变你的样子？那就打开#cy#衣柜#ec#看看吧！你可以换上任何你掌握至少其中一种能力的职业的服装。\n\n
ui_abil_cooldown_weapontype	仅当使用^tag1^类型武器时才计算冷却。
ui_armordefense_desc	^tag1^物理抗性，^tag2^受到的物理伤害
ui_backtotitle	回到标题画面
ui_banker_withdraw_ask	你想取走多少金币呢？免费服务哦！
ui_bounds	效果范围：<color=orange>^tag1^</color>\n(范围<color=orange>^tag2^</color>)
ui_breed_header	选择两只怪物
ui_btn_begin	开始！
ui_btn_combatlog	战斗日志
ui_btn_continue	继续
ui_btn_dailychallenge	每日挑战
ui_btn_downloadmods	下载模组
ui_btn_enablemods	开启模组
ui_btn_modifyitem	更改道具
ui_btn_monsterpedia	怪物百科
ui_btn_recipes	食谱
ui_btn_regularnewgame	开始新游戏
ui_btn_rumors	传闻
ui_btn_selectjob	选择职业
ui_btn_uploadmod	上传模组
ui_btn_weeklychallenge	每周挑战
ui_btn_workshop	模组工坊
ui_button_back	返回列表
ui_button_confirm_breed	确认组合
ui_button_disarm	缴械
ui_button_drop	扔下
ui_button_eat	吃掉
ui_button_equipacc1	装备到饰品1
ui_button_equipacc2	装备到饰品2
ui_button_equipgear	装备到防具
ui_button_equipoff	装备到副手
ui_button_equipped	已装备
ui_button_equipslotnum	装备到栏位^tag1^
ui_button_favorite	喜爱
ui_button_feed	喂食
ui_button_getmonsterpet	随行
ui_button_groom	美容
ui_button_hotbar	放入快捷栏
ui_button_info	属性
ui_button_job	职业
ui_button_nottrash	取消标记为垃圾
ui_button_pairwith	组合武器
ui_button_release	释放
ui_button_returnmonsterpet	放回
ui_button_sortaz	首字母
ui_button_sortbytype	按类型排序
ui_button_sortbyvalue	按价值排序
ui_button_switchto	设为当前武器
ui_button_trash	标记为垃圾
ui_button_unequip	卸下
ui_button_unfavorite	取消喜爱
ui_button_unpairwith	解除组合
ui_button_use	使用
ui_can_crit	（能暴击）
ui_cleardata_types	#big#请选择你想如何#cy#清除#ec#此栏中的数据。清除#cy#角色#ec#数据将保留你的银行，牧场，围栏和剧情进度。\n清除#cy#所有数据#ec#将#cr#彻底清除存档#ec#。#endbig#\n
ui_confirm_clear_alldata	#cr##big#你确定要清空此存档中的所有数据和进度吗？#endbig##ec#
ui_confirm_clear_cdata	#cr##big#你确定要清除此存档中的角色数据吗？#endbig##ec#
ui_confirmresponse_clear_alldata	清除存档^tag1^中的所有数据
ui_confirmresponse_clear_cdata	清除存档^tag1^中的角色数据
ui_cook_button	准备好啦？开始烹饪！
ui_cooking_ingredients_header	可用食材
ui_cooking_place_header	放入锅内
ui_cooking_placeholder_text	将一些食材和可选的调料放入锅内，然后看看会发生什么事吧！
ui_cooking_recipe	食谱
ui_cooking_seasoning_header	可用调料
ui_cookrepeat_button	再做一次
ui_cookreset_button	重置菜谱
ui_cooldown_turns_yellow	冷却时间：<color=yellow>^tag1^回合</color>
ui_corral_buddyup	你从围栏中取出你的朋友<color=yellow>^tag1^</color>。准备冒险！
ui_corral_feedmonster_confirmbutton	喂养怪物
ui_corral_feedmonster_header	为^tag1^选择食物
ui_corral_feelings	对<color=#0cffe6>^tag1^</color>的感觉：
ui_corral_fooddislikes	<color=red>讨厌的食物</color>
ui_corral_foodlikes	<color=#40b843>最爱的食物</color>
ui_corral_groommonster_header	为^tag1^选择美容方式\n你的金钱：
ui_corral_groommonster_service1	洗刷和修剪
ui_corral_groommonster_service2	洗澡和造型
ui_corral_header_beauty	颜值
ui_corral_header_happiness	幸福
ui_corral_header_rarity	稀有度
ui_corral_header_weight	体重
ui_corral_monpowers	技能：
ui_corral_monster_angry	闷闷不乐^tag5^天
ui_corral_parents	父母：
ui_corral_returnpet	你把你的朋友<color=yellow>^tag1^</color>放回围栏，它安然无恙。
ui_cost_to_learn	学习的消耗
ui_crit_chance_percent	^tag1^%暴击几率
ui_crit_damage_percent	^tag1^%暴击伤害
ui_ct_bonus	充能时间加成：\n^tag1^
ui_current_gear	当前装备
ui_current_statuses	当前状态效果：
ui_daily_leaderboard	每日排行榜
ui_damage_shorthand	伤害
ui_dodge_chance_percent	^tag1^%闪避
ui_dreamcaster_addmod_cost	转化黄金：^tag1^金币\n（^tag2^%额外魔法概率）
ui_dreamcaster_addmod_jp_cost	转化技能点数：^tag1^（^tag2^%几率增加技能模组）
ui_dreamcaster_affinity	亲和度
ui_dreamcaster_challengerewards	挑战/奖励：
ui_dreamcaster_difficulty	难度
ui_dreamcaster_final	最终等级
ui_dreamcaster_floors	层数
ui_dreamcaster_nomoremods	没有可用的额外模组！
ui_dreamcaster_player_gold	金币：^tag1^金币
ui_dreamcaster_player_jp	职业点数：^tag1^
ui_dreamcaster_start	起始等级
ui_dreamcaster_timepass	完成时获得开始新一天的机会
ui_eq_paired	组合：
ui_equipment_weaponpower	攻击力
ui_error_challenge_start	你无法在当前存档#cr#开始挑战#ec#。\n\n请使用一个#cy#空白存档#ec#来发起一次挑战。\n
ui_explain_save_gone	抱歉，此存档已损坏。\n\n\n请按A返回标题画面。
ui_feat_locked	天赋尚未解锁！
ui_feats_random	<color=#0cffe6>替我选择：</color>随机选择两个天赋！
ui_flat_resist	受到来自^tag2^的<color=yellow>^tag1^</color>点伤害
ui_gamestart_selectmode	选择你要游玩的<color=yellow>游戏类型</color>。\n在游戏开始后，将<color=red>不能更改</color>！
ui_hover_orb_readout	当在梦境仪中使用<color=#0cffe6>^tag1^</color>类型的装备时，可以赋予一个<color=yellow>魔法属性</color>：
ui_hover_orb_readout_generic	当在梦境仪中使用时，可以赋予一个随机魔法属性。
ui_hover_orb_readout_nightmare	当在梦境仪中使用时，可以赋予一个强力的魔法属性。
ui_in_inventory	在库存中
ui_insured	已投保
ui_insured_abbr	Ins
ui_item_partofset	套装部件
ui_item_rank	道具等级
ui_itemworld_noupgrade	无法进一步升级
ui_itemworld_removemod	移除/提炼改造符花费：
ui_itemworld_transmute_then_select_item_first	变卖为金：???\n（先选择一个道具）
ui_itemworld_upgrade	固定升级：
ui_job_bonus2_jp_req	（消耗1000+职业点数）
ui_job_bonus3_jp_req	（学习所有能力）
ui_job_innate_bonus1	1级被动加成
ui_job_innate_bonus2	2级被动加成
ui_job_innate_bonus3	3级被动加成
ui_job_innate_bonuses	天赋加成
ui_job_locked	<color=yellow>你尚未解锁此职业！</color>
ui_label_activeskills	激活技能
ui_leaderboard_newrecord	新纪录！
ui_level_shorthand	等级
ui_loading	载入中……
ui_log_learnweaponmastery1	<color=yellow>乔瑞驼</color>向你展示了技巧……
ui_log_learnweaponmastery2	<color=yellow>你学会了</color><color=#40b843>^tag1^</color><color=yellow>！</color>
ui_mastered_very_excite	***已掌握！***
ui_metaprogress_erase	（核心进程#cr#将会被清除#ec#！）
ui_metaprogress_noerase	（核心进程<color=yellow>不会被清除</color>。）
ui_misc_bonusesfromgear	套装加成
ui_misc_bonusesfromhero	英雄奖励
ui_misc_confirm_clawmasterybreak	切换#cy#爪#ec#以外的武器将会打断#cy#狂怒#ec#状态！你确定要切换武器吗？\n\n
ui_misc_cost	花费：
ui_misc_dlcmissing_warning	#big##cr#警告：未发现DLC#ec##endbig#\n\n下列#cy#扩展内容#ec#在上次存档中曾经被使用，但#cr#未能#ec#在新版本中发现他们：#cy#^tag1^#ec#.\n\n在重新安装DLC或者重新取得权限之前，你将#cr#无法继续使用这些该存档文件#ec#。\n\n
ui_misc_finished	完成！
ui_misc_gamemods	游戏变动选项
ui_misc_healinstant_description	恢复^tag1^点^tag2^
ui_misc_healovertime_description	在^tag3^回合后恢复^tag1^点^tag2^。
ui_misc_jobabilities	职业能力
ui_misc_modmissing_warning	#big##cr#警告：玩家模组丢失#ec##endbig#\n以下#cy#玩家模组#ec#在上次存档时是启用的，但现在#cr#已丢失#ec#：#cy#^tag1^#ec#。\n如果继续游戏，丢失模组的相关内容将被#cy#完全移除#ec#。
ui_misc_new	新！
ui_misc_optional_gamemods	#cy#可选#ec#：游戏自定义选项
ui_misc_searchterms	输入搜索项
ui_misc_viewall	查看全部
ui_mm_back	退出
ui_mm_continue	继续游戏
ui_mm_manage_data	管理数据
ui_mm_new_game	新游戏
ui_mm_opendiscord	社区
ui_money	金钱
ui_monsterbreed_1	这一餐会帮助这些怪物<color=yellow>相处融洽</color>！
ui_monsterbreed_2	这一餐会帮助这些怪物<color=#40b843>发展友谊</color>！
ui_monsterbreed_3	如果这些怪物共享这一餐，可能会有<color=#bf42f4>什么特殊的事情</color>发生！
ui_mousewheel	鼠标滚轮
ui_no_slot_required	无需辅助技能栏位
ui_option_backtotown	回到城镇
ui_option_ok	好
ui_option_returndream	回到道具之梦
ui_option_returndungeon	返回纷乱深渊
ui_option_staytown	<color=yellow>留在城镇</color>
ui_options_audio	音效设置
ui_options_audio_audiominimize	最小化时静音
ui_options_battletextscale	伤害数字大小
ui_options_battletextspeed	战斗信息显示速度
ui_options_control	控制设置
ui_options_control_confirmstepmove	确认移动方式
ui_options_control_controllerprompts	显示控制器提示
ui_options_control_disablemouse	使用键盘/操纵杆输入时禁用鼠标
ui_options_control_keybindings	按键绑定
ui_options_control_keylayoutwasd	操作模式：WASD
ui_options_control_twohands	操作模式：双手
ui_options_cursorrepeatdelay	鼠标重复点击延迟
ui_options_deadzone	摇杆灵敏度
ui_options_footsteps_volume	脚步声音量：^tag1^
ui_options_framecap	刷新率上限
ui_options_gameplay	游戏设置
ui_options_gameplay_bestoffhand	自动装备最强副手
ui_options_gameplay_bestweapons	自动装备武器
ui_options_gameplay_extraturn	额外回合弹窗
ui_options_gameplay_jpxp	职业点数/经验，获取弹窗
ui_options_gameplay_pickups	拾取时显示道具信息
ui_options_gameplay_planks	自动使用木板
ui_options_gameplay_saveback	保存并回到标题界面
ui_options_gameplay_savequit	保存并退出游戏
ui_options_gameplay_tutorial	教程弹窗
ui_options_gameplay_verbose	详细战斗记录
ui_options_gameplay_viewhelp	查看帮助
ui_options_music_volume	音乐音量：^tag1^
ui_options_resolution	分辨率
ui_options_sfx_volume	音效音量：^tag1^
ui_options_textspeed	文字速度
ui_options_visual	图形设置
ui_options_visual_fullscreen	全屏
ui_options_visual_gridoverlay	网格板
ui_options_visual_logtext	小型日志文本
ui_options_visual_monsterhealth	怪物生命条
ui_options_visual_playerhealth	玩家生命条
ui_options_visual_scanlines	相机扫描线
ui_options_visual_screenflashes	屏幕闪烁
ui_options_visual_zoomscale	缩放等级
ui_options_visuals_minimapopacity	小地图不透明度
ui_options_visuals_minimaptype	小地图类型
ui_pandora_opened	潘多拉魔盒
ui_passive_abilities	辅助能力
ui_percent_resist	受到来自^tag2^ 的<color=yellow>^tag1^</color>%伤害
ui_pet_combat_bonus	战斗加成
ui_pet_resist_bonus	元素抗性
