abil_skill_acidburstclose_name	Estallido ácido
mmod_mm_crushing_desc	Los ataques cuerpo a cuerpo tienen una probabilidad del ^number1^ de infligir el ^number2^ de la Salud actual del objetivo como daño Físico (menos efectivo contra campeones y jefes).
mmod_mm_crushing_name	Aplastante
mmod_mm_crystalspearbleed_desc	^number1^ de probabilidad de infligir Hemorragia cristalina al impactar (^number2^ de daño a lo largo de ^number3^ turnos).
mmod_mm_cunning_name	Ingenio
mmod_mm_damageclaw_desc	^number1^ de FUERZA y ^number2^ de ESPÍRITU.
mmod_mm_darkness2_name	Oscuridad
mmod_mm_darkness_desc	Convierte el elemento de ataque en SOMBRA, ^number1^ de poder de armas, los ataques pueden añadir vulnerabilidad a la SOMBRA.
mmod_mm_darkness_name	Noche
mmod_mm_deadeye_name	Certero
mmod_mm_deadlyoffhand_desc	^number1^ de daño crítico.
mmod_mm_deflection_desc	^number1^ de evasión
mmod_mm_deflection_name	Deflexión
mmod_mm_denalindpenalty_desc	^number1^ de probabilidad de bloqueo y parada.
mmod_mm_determination_desc	Toma ^number1^ de daño de las criaturas invocadas
mmod_mm_determination_name	Determinación
mmod_mm_dismantler_desc	^number1^ de probabilidad de paralizar monstruos al golpearlos; ^number2^ de probabilidad si no te habían detectado.
mmod_mm_divineprotection_desc	^number1^ de probabilidad de anular golpes críticos.
mmod_mm_divineprotection_name	Protección
mmod_mm_doublebite_desc	Alterna en cada ataque un aumento del ^number1^ del daño por SOMBRA o del daño FÍSICO.
mmod_mm_dragonbrave_desc	^number1^ de daño contra campeones y jefes.
mmod_mm_dragonscale_desc	^number1^ de daño de todos los ataques básicos.
mmod_mm_draik_desc	Todos los monstruos a los que te enfrentas son más duros de pelar, pero dan mayores recompensas.
mmod_mm_duelists_name	Duelista
mmod_mm_dungeondigest_desc	Proporciona la ventaja «Ojo avizor», revela información extra al explorar nuevas plantas y da ^number1^ de Poder espiritual.
mmod_mm_edgethane_highlandcharge_desc	La Carga de las Tierras Altas de la Juglar guerrera se convierte en un ataque con salto, en vez de con carrera, y el daño se basa en el nivel de canto.
mmod_mm_edgethane_verseelements_desc	La Estrofa de los elementos de la Juglar guerrera golpea ahora con daño elemental aleatorio en vez de penalizar todas las resistencias.
mmod_mm_edgethane_versesuppression_desc	La Estrofa de supresión de la Juglar guerrera ya no penaliza a los enemigos, pero hace en su lugar que tus movimientos sean más silenciosos y difíciles de detectar.
mmod_mm_edgethaneemblem_tier0_lowhp_desc	Recibe un ^number1^ menos de daño de los efectos de suelo cuando tengas un ^number2^ de PV o menos.
mmod_mm_edgethaneemblem_tier0_song_desc	Recuperas un ^number1^ de la Resistencia y Energía máximas cuando subes de nivel de canto.
mmod_mm_edgethaneemblem_tier1_lowhp_desc	^number1^ de ganancia de TC cuando la Salud está al ^number2^ o menos.
mmod_mm_edgethaneemblem_tier1_song_desc	Gana brevemente un ^number1^ de probabilidad crítica cuando subes de nivel de canto.
mmod_mm_edgethaneemblem_tier2_lowhp_desc	^number1^ de defensa cuando la Salud está al ^number2^ o menos.
mmod_mm_edgethaneemblem_tier2_song_desc	Emite un potente grito aturdidor al llegar al nivel de canto máximo.
mmod_mm_elemdamageboost3_desc	^number1^ de daño elemental.
mmod_mm_elementalprotection_desc	^number1^ de daño de los elementos.
mmod_mm_elementalprotection_name	Protección elemental
mmod_mm_elusion_name	Elusión
mmod_mm_emblemwellrounded1_desc	^number1^ de atributos básicos (solo ^tag1^).
mmod_mm_emergency_desc	Reduce el daño de los ataques básicos un ^number1^ si estás al ^number2^ de Salud.
mmod_mm_emergency_name	Emergencia
mmod_mm_enduring2_name	Resistente
mmod_mm_enduring_desc	^number1^ de RESISTENCIA
mmod_mm_enduring_name	Incansable
mmod_mm_enhancebleed_desc	Los enemigos reciben ^number1^ de daño de tus efectos de Hemorragia.
mmod_mm_evasion_name	Evasión
mmod_mm_extrajpxp_desc	^number1^ de PO y EXP ganados. ¡Este objeto se DESTRUYE si te lo quitas!
mmod_mm_fairychoker_desc	^number1^ de probabilidad de reducir cualquiera de los tiempos de espera de tus habilidades cuando te golpean.
mmod_mm_familiars_desc	^number1^ de Salud de mascota invocada y ^number2^ de Defensa de mascota invocada.
mmod_mm_familiars_name	Familiares
mmod_mm_fate_desc	^number1^ de probabilidad crítica, ^number2^ de probabilidad de fallar (también se aplica a las habilidades físicas, no se puede reducir).
mmod_mm_fate_name	Destino
mmod_mm_fencers_name	Esgrimista
mmod_mm_findhealth_desc	Probabilidad de encontrar potenciadores de Salud al derrotar a enemigos.
mmod_mm_findweakness_desc	Los monstruos reciben más daño de las debilidades elementales. Marca puntos vulnerables en los monstruos al azar, que pueden atacarse para infligir daño extra.
mmod_mm_fireres35_name	A prueba de fuego
mmod_mm_firering_desc	^number1^ de daño por Fuego infligido.
mmod_mm_firewaterdmgup_desc	Aumenta el daño por Fuego y Agua un ^number1^.
mmod_mm_fistattackproc_desc	^number1^ de probabilidad de que golpee un Puño mental al atacar.
mmod_mm_flames_desc	Convierte el elemento de ataque en FUEGO, ^number1^ de poder de armas.
mmod_mm_flames_name	Quemante
mmod_mm_floramancer_detonatevines_desc	La Explosión espinosa de la Floramante inflige menos daño por explosión, pero añade un Veneno de efecto retardado.
mmod_mm_floramancer_floraconda_desc	La Floraconda de la Floramante se convierte en una Floraconda toro que pierde la capacidad de arrastrar, pero gana una Embestida.
mmod_mm_floramancer_vineswing_desc	El Columpio de lianas de la Floramante ya no da ^number1^ TC, pero invoca lianas al aterrizar.
mmod_mm_floramanceremblem_tier0_pethealth_desc	Tus mascotas invocadas ganan un ^number1^ de Salud.
mmod_mm_floramanceremblem_tier1_resummon_desc	^number1^ de probabilidad de que las mascotas invocadas se curen por completo cuando llegan a los 0 PV.
mmod_mm_floramanceremblem_tier1_thornbuff_desc	Tu Piel espinosa afecta ahora a los atacantes a distancia.
mmod_mm_floramanceremblem_tier2_pethealing_desc	Las mascotas invocadas reciben el ^number1^ de tu curación.
mmod_mm_floramanceremblem_tier2_vineburst_desc	Tus Lianas oscilantes invocadas explotan al ser destruidas.
mmod_mm_focus_desc	^number1^ de DISCIPLINA
mmod_mm_focus_name	Atención
mmod_mm_freezeattack_desc	^number1^ Probabilidad de congelar al objetivo con cada ataque.
mmod_mm_frogslayingquiver_desc	^number1^ de daño a las ranas.
mmod_mm_frogslayingquiver_name	Flechas antirranas
mmod_mm_frogslayingweapon_name	Terror de ranas
mmod_mm_frost2_name	Hielo
mmod_mm_frost_desc	Convierte el elemento de ataque en AGUA, ^number1^ de poder de armas.
mmod_mm_frost_name	Helada
mmod_mm_frostbite_desc	^number1^ de probabilidad de congelar a los enemigos con ataques.
mmod_mm_frostbite_name	Congelación
mmod_mm_frostscale_desc	^number1^ de probabilidad de congelar a atacantes cuerpo a cuerpo.
mmod_mm_frostscale_name	Escarcha
mmod_mm_gaelmydd_desc	Regenera ENERGÍA y RESISTENCIA al destruir una máquina.
mmod_mm_gambler_doubledown_desc	El Doblar de la Tahúr, si tiene éxito, regenera un ^number1^ de los PV máximos.
mmod_mm_gambler_hotstreak_desc	El alcance de la Racha candente de la Tahúr se reduce en ^number1^, pero el tiempo de espera disminuye ^number2^ turnos.
mmod_mm_gambler_rollthebones_desc	La Tirada de huesos de la Tahúr lanza dos dados que infligen daño extra según los números que saque.
mmod_mm_gambleremblem_tier0_heal_desc	^number1^ de probabilidad de duplicar los efectos curativos.
mmod_mm_gambleremblem_tier0_items_desc	^number1^ de probabilidad de infligir el doble de daño con objetos.
mmod_mm_gambleremblem_tier1_crit_desc	Ganas un ^number1^ de probabilidad crítica temporal tras perder un ^number2^ de los PV máximos en un ataque.
mmod_mm_gambleremblem_tier1_luck_desc	^number1^ de probabilidad de que los ataques a distancia golpeen tu monedero en vez de a ti.
mmod_mm_gambleremblem_tier2_cards_desc	^number1^ de probabilidad de lanzar un Comodín de tu mano al atacar.
mmod_mm_gambleremblem_tier2_luck_desc	Si toda tu mano de Comodines es mala, la vuelves a sacar y obtienes un turno gratis.
mmod_mm_garish_desc	^number1^ de probabilidad de bloquear si tienes una cantidad par de oro.
mmod_mm_garish_name	Estridente
mmod_mm_giantgauntlet_desc	Los ataques cuerpo a cuerpo y las habilidades físicas usadas en combate cuerpo a cuerpo infligen un ^number1^ de daño.
mmod_mm_gilcoated_desc	¡Te vuelves brillante! ^number1^ de anular la mitad del daño del ataque recibido a cambio de (nivel x ^number2^) de oro.
mmod_mm_gilcoated_name	Rutilante
mmod_mm_giltouched_desc	^number1^ de probabilidad de que los potenciadores te den una pequeña cantidad de oro.
mmod_mm_giltouched_name	Toque de Midas
mmod_mm_gladiators_name	Gladiador
mmod_mm_glowing_desc	^number1^ de ENERGÍA
mmod_mm_glowing_name	Radiante
mmod_mm_glowtorch_desc	^number1^ de daño por Fuego y Rayo infligido.
mmod_mm_gluttony2_name	Tripero
mmod_mm_gluttony_desc	La comida es más eficaz.
mmod_mm_gluttony_name	Gula
mmod_mm_goldfind1_desc	Probabilidad de encontrar un poco más de oro en los monstruos.
mmod_mm_goldfind1_name	Buena fortuna
mmod_mm_grease_name	Lubricante
mmod_mm_greedy_desc	^number1^ de oro de los monstruos.
mmod_mm_greedy_name	Avaricioso
mmod_mm_grim_name	Funesto
mmod_mm_hairband_desc	^number1^ de la ENERGÍA consumida se convierte en RESISTENCIA regenerada y viceversa.
mmod_mm_hardened_name	Endurecido
mmod_mm_harmonious_name	Armonioso
mmod_mm_havocharp_desc	^number1^ de probabilidad de disparar un dardo extra a un objetivo cercano, ^number2^ de probabilidad de disparar a un tercer objetivo. ^number3^ de RAPIDEZ.
mmod_mm_heavy_desc	^number1^ de resistencia Física y ^number2^ de ganancia de TC.
mmod_mm_heavy_name	Pesado
mmod_mm_hergerobe_desc	Cuando estás al ^number1^ de Resistencia o menos, tu Poder espiritual aumenta un ^number2^ (no es acumulable con la Magia cinética).
mmod_mm_hiding_desc	Es menos probable que los monstruos te detecten (^number1^ de Sigilo).
mmod_mm_hiding_name	Sigilo
mmod_mm_hungry_desc	Te recuperas de estar llena un turno antes.
mmod_mm_hungry_name	Con hambre
mmod_mm_hunter_beartraps_desc	Las Trampas para osos de la Cazadora tienen un menor alcance, pero infligen Hemorragia.
mmod_mm_hunter_hailofarrows_desc	La Lluvia de flechas de la Cazadora tarda un turno más en dispararse, pero gana alcance y área de efecto.
mmod_mm_hunter_shadowstalk_desc	La Sombra señuelo de la Cazadora ya no puede usarse gratis, pero los Clones sombríos ganan un ataque a distancia.
mmod_mm_hunteremblem_tier0_arrows_desc	^number1^ de probabilidad crítica con arcos y ballestas.
mmod_mm_hunteremblem_tier0_shadow_desc	Garfio deja una imagen de sombras tras de sí.
mmod_mm_hunteremblem_tier1_shadow_desc	Dejar pasar ^number1^ turnos aumenta tu Sigilo y evasión brevemente.
mmod_mm_hunteremblem_tier1_wolf_desc	Tu Lobo-espíritu gana un ^number1^ de Salud y un ^number2^ de defensa.
mmod_mm_hunteremblem_tier2_stalk_desc	Los enemigos rastreados pierden un ^number1^ de su Salud actual cada vez que son atacados.
mmod_mm_hunteremblem_tier2_tech_desc	Lluvia de flechas y Dardo triple infligen ^number1^ de año.
mmod_mm_husyn_crystalshift_desc	El Movimiento cristalino de la Cíborg inflige más daño y potencia brevemente la defensa del Cristal rúnico.
mmod_mm_husyn_gravitysurge_desc	La Ola gravitatoria de la Cíborg ya no inmoviliza a los objetivos, pero gana alcance y penaliza la resistencia al Rayo.
mmod_mm_husyn_runiccrystal_desc	El Cristal rúnico de la Cíborg ya no tiene un potenciador pasivo. En su lugar, genera Cargas rúnicas cuando lo dañan o lo mueven, liberando un estallido de energía a las ^number1^ cargas.
mmod_mm_husynemblem_tier0_energy_desc	^number1^ de daño por Rayo.
mmod_mm_husynemblem_tier0_runic_desc	El Cristal rúnico gana un ^number1^ Salud.
mmod_mm_husynemblem_tier1_runic_desc	El ^number1^ de tu curación afecta a tu Cristal rúnico.
mmod_mm_husynemblem_tier1_weapon_desc	^number1^ de daño de ataque básico con lanzas.
mmod_mm_husynemblem_tier2_energy_desc	Proporciona la habilidad Sobrecarga rúnica, que hace explotar tu Cristal rúnico, causando un gran daño en el área.
mmod_mm_husynemblem_tier2_runic_desc	Tu Cristal rúnico recibe menos daño del suelo y puede recoger potenciadores.
mmod_mm_icering_desc	^number1^ de daño por Agua infligido.
mmod_mm_igniting_desc	^number1^ de probabilidad de añadir un efecto de quemaduras dañino al golpear.
mmod_mm_igniting_name	Prendiendo fuego
mmod_mm_ignorelowdamage_desc	^number1^ de probabilidad de ignorar el daño inferior al ^number2^ de tus PV máximos.
mmod_mm_immune_defenselower_desc	Inmune a los efectos que bajan las defensas.
mmod_mm_immune_paralyze_desc	No te pueden paralizar.
mmod_mm_immune_paralyze_name	Liberador
mmod_mm_immune_poisonbleed_desc	Inmune a los efectos de Veneno y Hemorragia.
mmod_mm_immune_sealed_desc	No te pueden sellar.
mmod_mm_impenetrable_name	Impenetrable
mmod_mm_insectslayingquiver_desc	^number1^ de daño a los insectos.
mmod_mm_insectslayingquiver_name	Flechas antiinsectos
mmod_mm_insectslayingweapon_name	Terror de insectos
mmod_mm_judosash_desc	Te proporciona las habilidades de lucha sin armas de una Budoka novata.
mmod_mm_juggernaut_desc	No puedes perder más de un ^number1^ de tu Salud en un único ataque o efecto.
mmod_mm_jumpboots_desc	Todas las habilidades de movimiento aumentan su alcance 1 casilla.
mmod_mm_knightgloves_desc	^number1^ de daño Físico al usar una espada o maza en la mano principal, acompañadas de un escudo.
mmod_mm_legkatana_desc	^number1^ de probabilidad de atacar con Vientos eléctricos.
mmod_mm_legshard_desc	^number1^ de probabilidad de anular el daño mágico y obtener un extra de ^number2^ de Poder espiritual durante ^number3^ turnos.
mmod_mm_lethal_name	Letal
mmod_mm_lightningres35_name	A prueba de descargas
mmod_mm_lightningring_desc	^number1^ de daño por Rayo infligido.
mmod_mm_lightreactionheal_desc	^number1^ de probabilidad de curar (^number2^ + nivel) PV cuando te golpean.
mmod_mm_lightweight_desc	Reduce las penalizaciones de precisión y daño al usar armas duales.
mmod_mm_lightweight_name	Peso ligero
mmod_mm_loaded_desc	^number1^ de poder, pero los ataques gastan (nivel x ^number2^) de oro.
mmod_mm_loaded_name	Opulento
mmod_mm_longshot_desc	^number1^ de daño de ataque básico con arcos en el alcance máximo.
mmod_mm_longshot_name	Tiro largo
mmod_mm_lowlifeheal_desc	Cuando estás por debajo del ^number1^ de Salud, regeneras un ^number2^ de la Salud máxima por turno.
mmod_mm_loyalty_desc	La mascota del corral recupera un ^number1^ de los PV máximos al derrotar a un energía máxima al derrotar a un enemigo que no sea trivial.
mmod_mm_loyalty_name	Lealtad
mmod_mm_luminous_name	Luminoso
mmod_mm_magicbook1_desc	Reduce el coste de la ENERGÍA un ^number1^; ^number2^ de Poder espiritual.
mmod_mm_magicmirrors_desc	Ves a través de todos los espejismos. El ataque de tu mano principal es infalible.
mmod_mm_magus_desc	Al atacar, gana un ^number1^ de tu Poder espiritual en daño extra.
mmod_mm_magus_name	Mago
mmod_mm_manaseeker_desc	Todos los potenciadores mejoran la ENERGÍA.
mmod_mm_massive_desc	^number1^ de probabilidad de bloqueo y ^number1^ de probabilidad de parada.
mmod_mm_massive_name	Masivo
mmod_mm_mechanist_desc	^number1^ de probabilidad de crear un Robot centinela al atacar.
mmod_mm_meltblockparry_desc	Tus ataques reducen la probabilidad de bloquear/parar del objetivo al ^number1^ durante ^number2^ turnos.
mmod_mm_midasring_desc	Los PO obtenidos de monstruos se convierten en oro a razón de ^number2^ de oro por cada ^number1^ PO.
mmod_mm_might_name	Poderío
mmod_mm_moonbeams_desc	Invoca Rayos de luna con cada ataque. Los Rayos de luna infligen daño a los enemigos y potencian a los aliados.
mmod_mm_movect1_desc	^number1^ TC por paso.
mmod_mm_muscle_desc	^number1^ de FUERZA
mmod_mm_muscle_name	Músculo
mmod_mm_necroband_desc	^number1^ de coste de RESISTENCIA y ENERGÍA, pero todas las habilidades cuestan un ^number2^ de tus PV máximos.
mmod_mm_nordhelm_desc	^number1^ de RESISTENCIA y ^number2^ de ENERGÍA.
mmod_mm_obsidian_desc	^number1^ de coste de ENERGÍA, pero todas las habilidades cuestan RESISTENCIA extra.
mmod_mm_oceangem_desc	Te mueves por el Vacío letal sin penalización. Ganas TC mientras te mueves por el agua. ^number1^ de daño por Agua. ^number2^ de daño y defensa en el agua.
mmod_mm_overdraw_desc	El alcance del arco aumenta en ^number1^ (reduce los TC a 0 en el alcance máximo).
mmod_mm_overdraw_name	Sobretensión
mmod_mm_paladin_radiantaura_desc	El Aura radiante de la Paladín ya no afecta al Martillo bendito, pero potencia también a los aliados.
mmod_mm_paladin_righteouscharge_desc	La Carga recta de la Paladín llega más lejos y genera una Carga airada.
mmod_mm_paladin_smiteevil_desc	El Destruye el mal de la Paladín es más débil, pero tiene menos tiempo de espera y reduce el del Martillo bendito.
mmod_mm_paladinemblem_tier0_block_desc	Las habilidades dañinas de Paladín dan una probabilidad del ^number1^ de bloquear (se consume cuando bloqueas).
mmod_mm_paladinemblem_tier0_divinedmg_desc	Destruye el mal, Martillo bendito y Furia divina infligen un ^number1^ de daño.
mmod_mm_paladinemblem_tier1_wrathelemdef_desc	^number1^ de resistencia elemental por Carga airada.
mmod_mm_paladinemblem_tier1_wrathelemdmg_desc	^number1^ de daño elemental por Carga airada.
mmod_mm_paladinemblem_tier2_critwrath_desc	Los golpes críticos con ataques básicos generan una Carga airada. (Tiempo de espera: ^number1^ turnos).
mmod_mm_paladinemblem_tier2_maxblock_desc	Cuando la Salud está al ^number1^ o menos, bloquear evita TODO el daño.
mmod_mm_paralyzereact_desc	Los atacantes cuerpo a cuerpo pueden quedar paralizados o aturdidos en bloque.
mmod_mm_parry10_desc	^number1^ de parada.
mmod_mm_penetrating_desc	^number1^ de probabilidad de ignorar bloqueo/parada, ignora el ^number2^ de la resistencia física.
mmod_mm_penetrating_name	Penetrante
mmod_mm_phalanx_desc	^number1^ de daño de cuerpo a cuerpo y ^number2^ de daño a distancia.
mmod_mm_phalanx_name	Falange
mmod_mm_phasmaquiver_desc	Gastar Energía aumenta el poder de tu próximo ataque a distancia un ^number1^ (se acumula hasta ^number2^ veces).
mmod_mm_phoenix_desc	Si recibes daño letal, el colgante se destruye y te devuelve toda tu Salud.
mmod_mm_plantgrowth_desc	Probabilidad de invocar lianas al moverte. (No se acumula al Aura del crecimiento).
