abil_skill_acidburstclose_name	Säurestoß
log_player_deposititem	Du verwahrst <color=#0cffe6>^tag1^</color> für eine Gebühr von ^tag2^ in der Bank!
log_player_immune_effect	Du bist <color=#40b843>immun</color> gegen den <color=yellow>Statuseffekt</color>!
log_player_jobschanged	<color=yellow>GLÜCKWUNSCH!</color> Dein neuer Job ist <color=#40b843>^tag1^</color>.
log_player_randomwarp	Der von <color=yellow>^tag1^</color> verwendete <color=yellow>Verschwindungsgegenstand</color> zaubert sie weg!
log_player_rolldice	<color=#40b843>^tag1^</color> lässt die Würfel fallen … <color=yellow>(^tag2^)</color> und <color=yellow>(^tag3^)</color>!
log_player_sellitem	Du verkaufst <color=#0cffe6>^tag1^</color> für ^tag2^!
log_player_stockfoodcart	Du fügst <color=#0cffe6>^tag1^</color> der Schmauskarre hinzu. <color=yellow>Schau morgen wieder vorbei</color>, um deinen Profit einzusammeln!
log_player_withdrawitem	Du hebst ^tag1^ von der Bank ab!
log_playerdrop_item	Du hast ^tag1^ <color=yellow>fallen gelassen</color>.
log_playerdropitem	<color=yellow>Du hast</color> <color=#0cffe6>^tag1^</color><color=yellow>^tag2^ auf den Boden geworfen.
log_poker_best	Alle <color=yellow>MONSTER</color> auf dieser Ebene haben jetzt <color=red>1 Gesundheit</color>!
log_poker_flush	Alle <color=yellow>MONSTER</color> auf dieser Ebene <color=#0cffe6>SIND EINGESCHLAFEN</color>!
log_prepare_parry	<color=yellow>Du bereitest dich darauf vor, den nächsten Angriff abzuwehren!</color>
log_prompt_ability_target	Wähle ein Ziel für <color=yellow>^tag1^</color>.
log_purchase_petinsurance	Du hast eine <color=yellow>Gefährtenversicherung</color> von Jesse gekauft!
log_quest_failed	<color=red>Du hast folgende Quest nicht geschafft</color>: <color=yellow>^tag1^</color>
log_reaper	Der <color=red>Sensemann</color> kommt für <color=yellow>^tag1^</color> …
log_reaper_damage	Der <color=red>Sensemann</color> kommt für <color=yellow>^tag1^</color>, und nimmt sich <color=yellow>^tag2^</color> Gesundheit!
log_reborn	WIEDERBELEBT!
log_receive_shadow_orb	<color=yellow>Mirr</color> fügt die Rotorbsplitter zusammen und überreicht dir einen <color=red>Alptraumorb</color>.
log_redraw_pokerhand	Du hast deine Karten #cr#verworfen#ec# und #cg#neu gezogen#ec#! #cy#GRATISZUG#ec#!
log_release_monster	<color=yellow>^tag1^</color> spaziert in die Wildnis hinaus und wird nie wieder gesehen.
log_removeitemmod	<color=yellow>^tag1^</color> leuchtet, während der Traumgießer <color=yellow>eine magische Eigenschaft entfernt</color>!
log_resist_charm	^tag1^ <color=yellow>widersteht</color> deinen Überzeugungsversuchen!
log_restore_energy_skill	Du stellst durch <color=yellow>^tag2^</color> <color=#0cffe6>^tag1^</color> Energie wiederher!
log_reward_itempack	Du erhältst <color=#40b843>ein paar heilende Gegenstände</color>: <color=yellow>^tag1^</color>
log_sacrifice_level_forgoods	Percy <color=red>erleichtert dich um eine Erfahrungsstufe</color> und überhäuft dich mit <color=yellow>heilenden Gegenständen und aufgefüllten Flaschen</color>!
log_schematist_infuse	Du kannst jetzt besser mit <color=#40b843>Tränken</color> umgehen! Alle Heiltränke sind nun um <color=yellow>25 % effektiver</color>.
log_sell_items_bulk	Du hast <color=#40b843>^tag1^</color> Gegenstände für <color=yellow>^tag2^</color> G verkauft!
log_shop_purchase_casino	Du hast <color=yellow>^tag1^</color> x ^tag2^ für <color=yellow>^tag3^</color> Marken gekauft!
log_shop_purchase_normal	Du hast <color=yellow>^tag1^</color> x ^tag2^ für <color=yellow>^tag3^</color> G gekauft!
log_skill_dodge	Du kannst dem Angriff <color=#0cffe6>schnell ausweichen</color>!
log_skipturn_equip	Du verbringst einen Zug damit, deine <color=yellow>Ausrüstung zu wechseln</color> …
log_sleeping_wakeup	^tag1^ <color=#0cffe6>wacht auf</color>!
log_song_extended	<color=#40b843>Dein </color><color=#0cffe6>^tag1^</color><color=#40b843> wird wohlklingender und belebter!</color>
log_songmight_extra_attack	Dein belebtes <color=#40b843>Lied der Kraft</color> schenkt dir einen <color=yellow>Angriff extra</color>!
log_spinmode	Eine <color=#0cffe6>widerhallende Stimme</color> sagt <color=yellow>„Auf gehts!“</color>
log_standard_attack	<color=#ffc80a>^tag1^</color> ^tag2^ ^tag3^ mit ^tag4^ Schaden! ^tag5^ ^tag6^
log_standard_attack_block	<color=#ffc80a>^tag1^</color> ^tag2^ ^tag3^ mit ^tag4^ Schaden! ^tag5^ ^tag6^ (<color=#79a2ab>ABGEBLOCKT</color>)
log_standonstairs	Du stehst auf der Treppe zu: ^tag1^
log_status_reflected	Das <color=#0cffe6>Emblem</color> von <color=#ffc80a>^tag2^</color> reflektiert den Statuseffekt!
log_steelresolve_crit	Du wehrst einen <color=red>KRITISCHEN TREFFER</color> mit <color=#40b843>Stahllösung</color> ab!
log_steelresolve_stun	Du wirst die <color=yellow>Betäubung</color> mit <color=#40b843>Stahllösung</color> los!
log_stucktotarget	^tag1^ #cr#klebt#ec# an #cy#^tag2^#ec# fest!
log_stun_reel	<color=yellow>^tag1^</color> <color=red>taumelt von dem Schlag</color>!
log_summon_disappear	<color=yellow>^tag1^</color> entkommt!
log_switch_weapon	<color=yellow>Waffe</color> wurde gegen ^tag7^ eingetauscht!
log_switch_weapon_fists	<color=yellow>Waffe</color> wurde gegen <color=yellow>Fäuste</color> eingetauscht!
log_target_slowed	^tag1^ wurde <color=red>verlangsamt</color>!
log_thane_survival3	Dein Willenskampf wird stärker und <color=yellow>ALLE ABKLINGZEITEN</color> werden zurückgesetzt!
log_throw_gold	Du wirfst <color=yellow>^tag1^ G</color>!
log_timepassing	Wie die Zeit vergeht … Dies ist schon <color=yellow>Tag ^tag1^</color> deines Abenteuers.
log_tipsy	Du fühlst dich <color=#0cffe6>beschwipst</color> und gehst in die falsche Richtung …
log_toggle_ability_off	Du verwendest <color=#0cffe6>^tag1^</color> nicht mehr.
log_tree_chop	Nur ein gewaltiger Schwung, und der <color=#40b843>Baum</color> fällt um!
log_trial_petdesummon	Deine berufenen Gefährten #cy#verschwinden#ec#. Du musst sie wieder herbeirufen!
log_turn_movedfast	#cy#Die Monster waren zu langsam und haben ihren Zug verpasst!#ec#
log_unequipped_item	<color=#79a2ab>^tag1^</color> abgelegt.
log_unpairoffhand	<color=yellow>^tag1^</color> wurde von <color=yellow>^tag2^</color> getrennt.
log_use_key	Du hast <color=yellow>^tag1^</color> verwendet!
log_water_fire_damage_down	<color=yellow>Das Wasser schwächt den Feuerschaden!</color>
log_water_lightning_damage_up	<color=yellow>Das Wasser verstärkt den Blitzschaden!</color>
log_xpring_disappear	Dein Monster, ^tag1^, <color=yellow>löst sich in Luft auf</color>!
log_youdied	DU BIST <color=red>GEFALLEN</color> …
lucidorb_shard_mmdesc	Kombiniere drei davon miteinander, um einen #cc#Klarorb#ec# zu erzeugen, mit dem folgender Mod möglich ist:
misc_abbreviation_resistance	Wid
misc_adventure_mode	Abenteuermodus
misc_already_owned	^tag1^ in deinem Inventar:
misc_and	und
misc_armor	Schutzkleidung
misc_base_melee_power	Grund-NahangrKft
misc_base_ranged_power	Grund-FernangrKft
misc_basedamage	Grundschaden
misc_battle_precounter	HAMEDO!
misc_begone	AB MIT EUCH!
misc_buff_duration	Buff-Dauer
misc_button_exit_normalcase	Beenden
misc_celebrate	Hurra!
misc_changeclothes	Wähle ein Outfit!
misc_changeclothes_to	Outfit wechseln: 
misc_chop_down	Fälle ihn
misc_cilantro	Koriander
misc_cinnamon	Zimt
misc_coinparry	MÜNZEN GETROFFEN!
misc_combo	Combo
misc_completed_quest	Quest abgeschlossen
misc_completed_quest_excite	Quest abgeschlossen!
misc_cooldown_abbreviation	AbklZ
misc_cooldown_remaining	Verbleibende AbklZ
misc_craft_requires	Benötigt
misc_crit	(<color=red>KRIT!</color>)
misc_crit_damage	Krit-Schaden
misc_ct_gain	CT-Erhalt
misc_current	Aktiv
misc_dagger_damage	Dolchschaden
misc_damage_immune	^tag1^-#cr#Immunität#ec#
misc_damage_resistant	^tag1^-#cy#Widerstand#ec#
misc_damage_resistantstrong	^tag1^-#cy#Großwiderstand#ec#
misc_damage_vulnerable	^tag1^-#cc#Empfindlichkeit#ec#
misc_damage_vulnerablestrong	^tag1^-#cc#Überempfindlichkeit#ec#
misc_damagepierce_nullify	^tag1^ Neutralisierung
misc_damagepierce_pierce	^tag1^ Durchdringung
misc_daymarker	Tag ^tag1^
misc_days_passed	Vergangene Tage
misc_deposit	VERWAHREN
misc_deposit_cost	VERWAHRUNGSGEBÜHREN
misc_disarmed	Paralysiert!
misc_dmg_fire	Feuer
misc_dmg_lightning	Blitz
misc_dmg_physical	Physisch
misc_dmg_poison	Gift
misc_dmg_shadow	Schatten
misc_dmg_water	Wasser
misc_dream	Traum
misc_dream_mod_added	Neuer #cy#Magiemod#ec# hinzugefügt: #cg#^tag1^#ec#
misc_dream_power_up	Grundstärke des Gegenstands wurde #cy#aufgewertet#ec#! Neuer Name: ^tag1^
misc_drop	verwerfen
misc_dungeon_name	Der Dungeon
misc_eatingsounds	MAMPF
misc_echo_pickup	(Echo von ^tag1^)
misc_echoes_required	Benötigte Echos
misc_electric_effect	verursacht beim Drauftreten Paralyse
misc_elemental_resist	Elementarwiderstand
misc_extraturn	Extrazug
misc_fasttravel_shoprestock	Neue Ware!
misc_feats_plural	Spezialtalente
misc_filled_flask	FLASCHE AUFGEFÜLLT
misc_filteritems	Gegenstände filtern
misc_fire_cooking	Mit Zutaten kochen
misc_free_exciting	GRATIS!
misc_free_turn	Verbraucht keinen Zug!
misc_freepassive	(Extra passiv)
misc_friends	Freunde
misc_full_description	Für ^tag1^ Zg. kein weiteres Essen möglich.
misc_fullheal	KOMPLETT GEHEILT!
misc_garlic	Knoblauch
misc_generic_damage	Schaden
misc_generic_defense	Abwehr
misc_gold	Gold
misc_groom1_popup1	KÄMM
misc_groom1_popup2	SCHNIPP
misc_groom1_popup3	SCHNAPP
misc_groom2_popup1	PLITSCH
misc_groom2_popup2	PLATSCH
misc_groom2_popup5	SCHRUBB
misc_hardcore_mode	Hardcore-Modus
misc_healingflask	Heilflasche
misc_heroic_mode	Heldenmodus
misc_healthcost	Gesundheitskosten
misc_hotkey	Hotkey
misc_hotkeycheck	Hotkey: ^tag1^
misc_hp	TP
misc_hpfrom	TP von
misc_infusions	Flaschenaufgüsse
misc_item_bound	<color=yellow>Dieser Gegenstand kann nicht verworfen, in der Bank verwahrt oder verkauft werden.</color>
misc_item_dream	Gegenstandstraum
misc_item_dream_specificfloor	Gegenstandstraum E ^tag1^
misc_item_nightmare_specificfloor	Gegenstandsalptraum E ^tag1^
misc_itemworld_orbcost	mindestens ^tag1^ Orb(e)
misc_itemworld_orbcost_definite	<color=yellow>Orbkosten: ^tag5^ Orb(e)</color>
misc_journal_turnnumber	Zug
misc_lava_effect	beim Drauftreten Chance auf starken Feuerschaden
misc_loses	verliert
misc_lucky	GLÜCK GEHABT!
misc_magicportal	Fluchtportal
misc_mashed	MATSCH!
misc_maximum	MAXIMUM!
misc_milliseconds_abbreviation	ms
misc_minimap	Minikarte
misc_miss	DANEBEN!
misc_modify_elemental	^tag1^ ElementarSchdn
misc_moneysymbol	G
misc_monster_wilduntamed	#cr#**Wild und ungezähmt**#ec#
misc_mud_effect	beim Drauftreten Chance auf Anwurzeln
misc_name_placeholder	Wie ist dein Name? Lasse das Feld frei, wenn du einen zufälligen Namen erhalten möchtest.
misc_newitem_changes	Änderung durch neuen Gegenstand
misc_nextpage	Nächste Seite
misc_nocharacterdata	KEINE CHARAKTERDATEN
misc_nodataatall	KEINE DATEN
misc_nonstackable	(Solo)
misc_nonstackable_abbr	(S)
misc_normalpassive	(Passiv)
misc_nothing	Nichts
misc_nutmeg	Muskat
misc_parents	Eltern:
misc_pet_attack	#cy#Kampf beginnen!#ec#
misc_pet_attack_desc	Fordert deinen Gefährten auf, einen Kampf mit einem Monster zu beginnen. Hat keine Wirkung, wenn bereits ein Kampf stattfindet.
misc_pet_attack_log	Beginne einen Kampf mit ^tag3^!
misc_pet_health	Gefährtengesundheit
misc_petran	Gefährte flieht
misc_physical_defense	Physische Abwehr
misc_poker_mulligan	NEUER VERSUCH!
misc_portal_info	Portal zu ^tag1^
misc_powerup	Power-up
misc_powerup_healing	Power-up-Heilung
misc_previouspage	Vorherige Seite
misc_protected	Geschützt
misc_pulled	GEZOGEN!
misc_quest_heard	Nun sag schon!
misc_ranged_attack	Fernangriff
misc_ranged_attack_desc	Angriff mit Fernwaffe.
misc_rarity_0	Gewöhnlich
misc_rarity_1	Ungewöhnlich
misc_rarity_2	Magisch
misc_rarity_3	Selten
misc_rarity_4a	Artefakt
misc_rarity_4b	Legendär
misc_rarity_5	Ausrüstungsset
misc_reduce_damage_elem	^tag1^ Schdn durch ^tag2^
misc_reflected	Reflektiert
misc_rescue	Gefährte gerettet
misc_reserve_stat	Behält #cy#^tag7^#ec# ^tag8^, wenn aktiviert.
misc_resist_elemental	^tag1^ Wid gg. ElementarSchdn
misc_rewards	BELOHNUNGEN
misc_romantic	Romantisch
misc_rooted	Angewurzelt!
misc_saveslot_info	<color=#0cffe6>SPEICHERPLATZ ^tag1^</color>:
misc_scorpiontail	SCHARFSTOẞ!
misc_seasoning	Gewürze
misc_sellitem	VERKAUFEN
misc_shape_bigdipper	Spezial
misc_shape_burst	Strahl
misc_shape_checkerboard	Schachbrett
misc_shape_circle	Kreis
misc_shape_circlecorners	Ecken
misc_shape_claw	Klaue
misc_shape_cone	Kegel
misc_shape_cross	Kreuz
misc_shape_directline	Linie
misc_shape_directline_thick	Linie
misc_shape_dline_ne	Linie
misc_shape_dline_se	Linie
misc_shape_flexcone	Kegel
misc_shape_flexcross	Kreuz
misc_shape_flexline	Linie
misc_shape_hline	Linie
misc_shape_point	Punkt
misc_shape_random	Zufall
misc_shape_rect	Rechteck
misc_shape_vline	Linie
misc_shape_xcross	X-Kreuz
misc_shop_single	<color=yellow>VERKAUFSWERT: ^tag1^ G</color>
misc_shop_stack	<color=yellow>VERKAUFSWERT: ^tag1^ G (pro Stück), ^tag2^ G (gesamt)</color>
misc_skill_miss	TALENT VERFEHLT!
misc_skillorb	Talentorb
misc_snackbag	Knabbersack
misc_snakeeyes	SCHLANGENAUGEN!
misc_sortitems	Gegenstände sortieren
misc_special_aura	Traumkristall-Aura: ^tag1^
misc_speed_0	Langsam
misc_speed_1	Gediegen
misc_speed_2	Schnell
misc_speed_3	Sehr schnell
misc_speed_instant	Sofort
misc_staff_damage	Stabschaden
misc_stairs_info	Treppe zu ^tag1^
misc_staranise	Sternanis
misc_stunned	Betäubt!
misc_switchlanguage_jp_japan	Sprache geändert! Bitte starte das Spiel erneut.
misc_text_confirm_useflask_failrumor	#cr#Warnung!#ec#\n\nWenn du deine #cc#Flasche#ec# verwendest, wirst du eins deiner #cy#Gerüchte#ec# nicht abschließen. Bist du dir sicher, dass du das möchtest?\n
misc_tokens	Marken
misc_turns	Zg.
misc_ui_victory	BOSS BESIEGT!
misc_victory	SPIEL BEENDET!
misc_warptostairs	Zu Treppe teleportieren
misc_water_effect	verbessert Ausweichen von Fernangriffen
misc_weaponpower_short	Stärke
misc_withdraw	ABHEBEN
misc_xp_level	Stufe
mm_aetherslash_passive_name	Ätherkämpfer
mm_antipode_passive_name	Antipode
mm_athyes_passive_name	Heißblütler
mm_bigstick_passive_name	Slugger
mm_blightpoison_passive_name	Leichtgiftgabe
mm_block_causebleed_desc	Wenn du blockst, vergiftest du Nahangreifer und fügst ihnen für ^number2^ Zg. ^number1^ Waffenschaden zu.
mm_brambles_name	Nadeln
mm_breathstealer_passive_name	Atemraub
mm_brigandboost_passive_name	Aspekt der Brigantin
mm_budokaboost_passive_name	Aspekt der Budoka
mm_butterfly_passive_name	Anmutiger Kämpfer
mm_catears_passive_name	Knuff
mm_chance_freespell_passive_name	Opportunist
mm_chillaura_passive_name	Kaltblütler
mm_confuseblock_passive_name	Konfusblocker
mm_constitution_name	Konstitution
mm_deadly_name	Ende
mm_dismantler_passive_name	Letztes Ende
mm_doublebite_passive_name	Schwarze Wasser
mm_dragonscale_passive_name	Drachenhaut
mm_edgethaneboost_passive_name	Aspekt der Edge Thane
mm_elementalshielding_name	Elementarabschirmung
mm_enhancebleed_passive_name	Bluthunger
mm_findhealth_passive_name	Überlebenskünstler
mm_fistattackproc_passive_name	Star Platinum
mm_flames2_name	Flammen
mm_floramancerboost_passive_name	Aspekt der Floramantin
mm_freezeattack_passive_name	Eisige Rage
mm_gaelmydd_passive_name	Robojäger
mm_gamblerboost_passive_name	Aspekt der Spielerin
mm_hairband_passive_name	Sinus Inversus
mm_hergerobe_passive_name	Verstärkter Geist
mm_hunterboost_passive_name	Aspekt der Jägerin
mm_husynboost_passive_name	Aspekt der HomSyn
mm_ignorelowdamage_passive_name	Eisenhaut
mm_immune_defenselower_passive_name	Superfit
mm_immune_poisonbleed_passive_name	Rundumschutz
mm_legkatana_passive_name	Kamikaze
mm_legshard_passive_name	Splitterei
mm_magicmirrors_passive_name	Perfekte Sicht
mm_meltblockparry_passive_name	Einschüchterung
mm_monstermash_desc	Hast du ^number1^ Fähigkeiten verwendet, fügt der nächste Grundangriff ^number2^ Schaden zu.
mm_moonbeams_passive_name	Mondstrahl
mm_oceangem_passive_name	Schwimmchamp
mm_paladinboost_passive_name	Aspekt des Paladins
mm_paralyzereact_passive_name	Statische Haut
mm_phasmaquiver_passive_name	Phasmakämpfer
mm_powershot_passive_name	Superpfeil
mm_procbolt_passive_name	Zorn der Lüfte
mm_procshadow_passive_name	Schattiger Amok
mm_ramirelmask_passive_name	Schleichmeister
mm_revenge_name	Rache
mm_seraphblock_passive_name	Panzerheilung
mm_shadowcast_passive_name	Schattenrufer
mm_shootfire_passive_name	Feuersglut
mm_songblade_passive_name	Schubstrophe
mm_soulkeeperboost_passive_name	Aspekt der Seelenwächterin
mm_soulsteal_passive_name	Lebensraub
mm_spellshaperboost_passive_name	Aspekt der Magieformerin
mm_starcall_passive_name	Sternenbeschwörer
mm_starhelm_passive_name	Himmlische Rache
mm_stunpull_desc	^number1^ Chance, Gegner mit Angriff zu betäuben und heranzuziehen.
mm_summonice_passive_name	Frostader
mm_summonthorns_passive_name	Dornenzaun
mm_swing_defense_passive_name	Phalanx
mm_thorns_name	Dornen
mm_trumpet_passive_name	Bardenkunst
mm_ultraheavy_passive_name	Schwergewicht
mm_vezakpoison_passive_name	Giftgrimm
mm_wildnatureband_passive_name	Flinkfuß
mm_wildnaturevest_passive_name	Dornenhaut
mmod_blackspear_desc	Erhöht den gesamten Schadensausstoß für jeden Zug, den du dich nicht bewegt hast, um ^number1^ (max. ^number2^).
mmod_blockthorns_desc	Wenn du blockst, nehmen Nahangreifer ^number1^ Waffenschaden als physischen Schaden.
mmod_causeroot_desc	Grundangriffe haben eine ^number1^ Chance, Gegner für zwei Züge anzuwurzeln.
mmod_causeroot_name	Immobilisierung
mmod_chef_desc	^number1^ physischen Schaden zugefügt, während du Satt bist
mmod_convertfiretoshadow_desc	Konvertiert zugefügten Feuerschaden in Schattenschaden um. Verwendet Feuerbonus für Schatten.
mmod_frogsuit_desc	Monster (ausgenommen Banditen und Roboter) sind weniger aggressiv. Gewährt Froschglück.
mmod_funguscap_desc	^number1^ Chance, Giftschaden zuzufügen, der bei Nahkampfangreifern ^number2^ Züge anhält. Schaden hängt von Waffenstärke und Geisteskraft ab.
