abil_skill_acidburstclose_name	酸の炸裂
shara_act_iii_dialog_act3-hallway-we-are-special	確かにそう。けど、あなたは重要なことを見落としてる。彼らが私たちみたいには#cg#原始の森を探検できない#ec#からと言って、そうした意欲や度胸がないわけじゃない。けど、現実には#cy#そういうこと#ec#が起きているの！\n\nこれは単なる大自然の営みとは違うわ、#heroname#。もっと強大な力が働いているのよ。\n\n
shara_act_iii_dialog_act3-hallway-why-does-it-matter	だって私には見えるから。未来が彼らを#cr#拒んでいる#ec#のがね、#heroname#！あなたと私には、彼らには知るよしもない自由がある。彼らは無知よ。けど、それは彼らのせいじゃない。彼らが檻に囚われているだけ。タングルディープをこうした鎖から解き放てるかは、#cg#私たち#ec#次第なの。\n\nあなたと私がこの#cg#森の最上階#ec#で目にしたものは、始まりでしかない。もっと大いなる何かが眠っているの。\n\n
shara_act_iii_dialog_act3-nothing-for-shara	#cy#本当にそう#ec#なの？できれば違ってほしかったけど...今さら#cr#関係のない#ec#ことね。私たちは...この世界は...\n\nあなたに見せたいものがあるの。\n\n
shara_act_iii_dialog_act3-nothing-to-say	こういう結末を迎える必要はないわ、#heroname#。\n\n残酷な暴力や虚勢なんて、あなたには似合わない。あなたは偉大な何かを秘めている。タングルディープの未来があなたにかかっているの！そのすべてを捨て去るつもり？\n\n
shara_act_iii_dialog_act3-nothing-to-sayresponse_0	私が偉大なのは友だちがいるから。だから守らなきゃ！
shara_act_iii_dialog_act3-nothing-to-sayresponse_1	あなたの言葉は誰の耳にも届かないわ、シャラ
shara_act_iii_dialog_act3-nothing-to-sayresponse_2	私の未来は私のものよ！
shara_act_iii_dialog_act3-question-goons	ごめんなさい、#heroname#。本当に悪いと思っているの。\n\nかかっているものが#cr#大きすぎて#ec#、失敗は許されない。だから客観的に、あなたが準備が整っているか確かめたかった。#cg#心の中では分かっていた#ec#。あなたは十分強いって。けど、直感がいつも正しいとは限らなかった。\n\nだからあなたを試したの。#cy#そして合格した#ec#。あなたは準備ができているわ。\n\n\n
shara_act_iii_dialog_act3-resolve-another-way	努力はしたのよ、#heroname#。#cy#あらゆる可能性#ec#を探ったわ。だから信じて。絶対にそうする必要がない限り、私は誰一人傷つけたりはしない。\n\n生まれた時に授かった贈り物を無駄にはできない。#cr#無駄にはさせない#ec#。だからあなたもそうして。\n\n
shara_act_iii_dialog_act3-resolve-crazy-talk	おかしいのはどっち？#cr#監督者#ec#の存在を知ってなお、傍観者に徹するなんてあり得ない！\n\nええ、#cr#過激なやり方#ec#であるのは認めるわ。けど、タングルディープの未来のために人々を犠牲にすることが、そんなに恐ろしいわけ？あなたと私は天からの贈り物なの。だったらその力を#cr#役立てなきゃ#ec#。すべてが手遅れになる前に。\n\n
shara_act_iii_dialog_act3-resolve-destroy-home	つらい役目なのは分かってる。\n\nけど、#heroname#、この先のことを考えて。確かに何人かのお友だちは傷つくでしょうけど、彼らこそ、#cy#皆の足かせになっている#ec#元凶なの。私だって、できれば全員を連れていきたい。けど、そういうわけにはいかないの。\n\nそれって意味のある犠牲よ。おかげで#cg#世界は信じられないものを授かることができる#ec#のだから。\n\n
shara_act_iii_dialog_act3-resolve-destroy-homeresponse_0	だったら、なぜ私が必要なの？
shara_act_iii_dialog_act3-resolve-heart-place	ありがとう、#heroname#。すごく勇気づけられるわ。\n\nあなたが反対する理由も理解できるけど、その先のことを考えて。#cy#もう時間がないの#ec#。ゆっくり説得していたら間に合わない。私が多くを求めすぎなのは分かる。けど、私たちは#cg#力#ec#を、使命を授かって生まれたの。\n\n私たちはずっと#cy#声に呼ばれていた#ec#。だから私は応えなきゃいけない。\n\n
shara_act_iii_dialog_act3-resolve-mad-power	#heroname#！あなたは...やめて！なぜなの？あなたなら#cy#分かってくれる#ec#と思ったのに。\n\nあなたも私もここへ来るまでに、大きな犠牲を払ってきた。そして私は使命を果たすまで進み続けるわ！タングルディープの皆を導くために#cg#すべて#ec#を捧げ、もっとも聡明で強い者だけが受け入れられる、#cg#どこまでも自由な#ec#新しい未来を作ってみせる！\n\n私が力に溺れているですって？見くびらないで欲しいわ！\n\n
shara_act_iii_dialog_act3-resolve-mad-powerresponse_0	こんなことには加担できない！
shara_act_iii_dialog_act3-resolve-mirai-role	愛しの#heroname#、あなたにはもっとも重要な役割を担ってもらうかもしれない。\n\n機械と一体化した私は守護者となるけど、あなたはどう？皆の#cg#手本#ec#となるのよ！あなたが新しい社会の民に、#cy#不可能はない#ec#ってことを教えてあげて！私たちは誰にでもなれるし、何でもできるし、心に決めたことを何でも成し遂げられるって！\n\nあなたは未来の希望なの。あなたが明日を約束する。タングルディープが真に自由な場所となった時、あなたが#cg#自由の恩恵の生き証人#ec#となって。\n\n
shara_act_iii_dialog_act3-resolve-mirai-roleresponse_0	シャラ、ほかに方法があるはずよ！
shara_act_iii_dialog_act3-resolve-mirai-roleresponse_1	こんなのおかしいわ！
shara_act_iii_dialog_act3-resolve-mirai-roleresponse_2	動機は正しいと思うけど...
shara_act_iii_dialog_act3-resolve-more-boss-lady	私のことを#cr#独裁者#ec#か何かだと思ってない？\n\n私は多くを犠牲にして、わが庇護を受け入れる人々を導いてきた。こうしたロボットを停止させるのにも、莫大な犠牲を払っているの。それに監督者が倒れてしまえば、タングルディープの各地で未曾有の#cr#混乱#ec#が生じるでしょうし。\n\n自由には代償がつきものだけど、私に#cy#考えがあるの#ec#。混乱に屈しない人たちが、最低限の犠牲を払うだけで済むように。\n\n
shara_act_iii_dialog_act3-resolve-more-boss-ladyresponse_0	一体何を言っているの？
shara_act_iii_dialog_act3-resolve-shara-pity	#cr#そんな目で私を見ないで！#ec#\n\nひょっとして、もっと別の何かを期待していた？#cg#本当に自由な#ec#新しい世界が、タダで手に入るとでも思ったの？あなたも私も大きな犠牲を払って、ここまでたどり着いた。でも結局のところ、代償はみんなで分かち合わなきゃいけないの。\n\n未来のことを考えて、#heroname#。ふたり一緒なら、どんな#cy#学びや発見#ec#があるかを！みんなが真に自由になるってことの意味を！\n\n
shara_act_iii_dialog_act3-resolve-shara-pityresponse_0	どうして私の助けがいるの？
shara_act_iii_dialog_act3-resolve-talk-to-supervisor	ああ、#heroname#。\n\n時々、あなたの優しさがうらやましくなる。まさしく、#cg#私たちの未来の手本#ec#となるべき人よ。あなたがいかに皆を思いやり、友だちを助けたいと思っているか...しかも、周りから強制されるのではなく、自分から#cg#望んで#ec#そうしている。\n\n私もあなたの友だちを助けたいわ。#cr#監督者#ec#は、あなたの愛する人々が真の自由を手にするための、最後の障壁よ。けど、嘘は言わない。彼女が倒れたら、#cy#危険で困難#ec#な時代が訪れるでしょうね。\n\n世界は混乱に陥るでしょうけど、私に考えがあるの。混乱を生き延びた人たちが、真の自由に到達できるように...\n\n
shara_act_iii_dialog_act3-resolve-the-chaos	しばらくの間、タングルディープは暴走したかのように#cy#見えるでしょうね#ec#。その時こそ、私は最後の使命を果たすわ。#cr#監督者#ec#のマシンと一体化し、今度は私が人々を支配するの。\n\nその上で#cg#もっとも強く、聡明な者だけを選んで#ec#導くわ。彼らを混乱から救い出し、やがて埃が晴れ、旧文明の最後の残り火が消えたあかつきには、私たちは共に#cg#新しい、自由な未来#ec#を享受できるようになるわけ。\n\n
shara_act_iii_dialog_act3-resolve-the-chaosresponse_0	ああ、シャラ...
shara_act_iii_dialog_act3-resolve-the-chaosresponse_1	あなたは力に溺れてる！
shara_act_iii_dialog_act3-resolve-the-chaosresponse_2	私の故郷は滅ぼさせないわ、シャラ
shara_act_iii_dialog_act3-resolve-what-happens	私の調査によれば、#cy#多大な影響#ec#が生じるのは確かね。\n\n#cr#監督者#ec#の支配力は全体に及んでいるから、新たな衝撃の大波に耐えられる人は多くないと思う。激しい混乱が生じるでしょうけど、私に#cy#考えがあるの#ec#。混乱を生き延びた人たちが、すぐに立ち直れるように...\n\n
shara_act_iii_dialog_act3-resolve-what-happensresponse_0	混乱を#cr#生き延びる#ec#ですって？正気なの？
shara_act_iii_dialog_act3-respond-cocky	私は一度もあなたを疑わなかったわ、#heroname#。私は#cg#いつだって#ec#、あなたを信じる。これまでも、これからも。\n\n今回だってずっと、心の中では分かっていたの。あなたは準備ができてるって。けど、これだけ#cy#大切なこと#ec#は、絶対の確信がなければ先へは進められない。みんなの命運がかかっている時に、感情に流されるわけにはいかない。確かめなければならなかったの。\n\nあなたは準備ができているわ。当たり前のことだけど。\n\n
shara_act_iii_dialog_act3-respond-doubtful	私は...\n\nあなたが#cr#疑う#ec#のも無理はないわね。ええ、私はあなたに試練を与えた。客観的に確かめるために、仕方なく。私の心は、あなたが準備できていると言うけど、心は自分が聞きたいことを言うものよ。\n\n私は#cy#証拠#ec#が欲しかった。そして今、あなたは目の前に立っている。それこそ、私が望んだ証拠よ。あなたは準備が整っているわ。\n\n
shara_act_iii_dialog_act3-respond-doubtfulresponse_0	準備って何の？
shara_act_iii_dialog_act3-respond-doubtfulresponse_1	あなたの心？
shara_act_iii_dialog_act3-so-be-it-friends	また“お友だち”なの？いつまで彼らのせいにする気？\n\n私は自分でも情けなくなるくらい、あなたを買いかぶってた。あなたは臆病者よ！あなたが本当の使命に背を向けたせいで、あなたの大切な人々が苦しむことになるの！あなたの弱さのせいで！\n\nあなたはもう壊れているわ、#heroname#。こんなことはちっとも嬉しくないけど、タングルディープの物語におけるあなたの役目は終わったの。\n\n
