abil_skill_acidburstclose_name	Acid Burst
mod_compatibility_existing	Item already has this magic mod
mod_compatibility_full	Item cannot handle more magic mods
mod_compatibility_generic	#cr#This orb cannot be used#ec#: ^tag1^
mod_compatibility_slot	Item is wrong type for this mod
mod_desc_2hmeleeonly	2H Melee Weapons Only
mod_desc_bookonly	Books Only
mod_desc_bowonly	Projectile Weapons Only
mod_desc_meleeonly	Melee Weapons Only
mod_desc_quiveronly	Quivers Only
mod_desc_shieldonly	Shields Only
modbal_enemy_dmg	Enemy Damage Output
modbal_gold_gain	Gold Gain
modbal_hero_dmg	Hero Damage Output
modbal_jp_gain	JP Gain
modbal_loot_rate	Loot Rate
modbal_magic_item_chance	Magic Item Chance
modbal_monster_density	Monster Density
modbal_monster_spawn_rate	Monster Spawn Rate
modbal_orb_drop_rate	Orb Drop Rate
modbal_pet_dmg	Pet Damage Output
modbal_pet_xp	Pet XP Gain
modbal_powerup_healing	Powerup Healing
modbal_powerup_rate	Powerup Drop Rate
modbal_xp_gain	Experience Gain
modedescription_adventure	<color=#40b843>Adventure Mode</color>\nIf you reach 0 HP, you will <color=#40b843>return to town</color>.\nYou will lose half of: your money, unspent JP, and XP progress.\nRecommended for <color=#40b843>roguelike beginners</color>.\n\n
modedescription_hardcore	<color=red>Hardcore Mode</color>\nIf you reach 0 HP, the game ends (<color=red>permadeath</color>).\nAll traces of your adventure are permanently <color=red>erased</color>.\n<color=yellow>You cannot access shared progress from other slots.</color>\nRecommended only for <color=red>seasoned players</color>!\n
modedescription_heroic	\n<color=#ffc80a>Heroic Mode</color>\nIf you reach 0 HP, the game ends (<color=red>permadeath</color>).\nOnly banked goods and town progress will be saved.\nThis is <color=#ffc80a>challenging</color>, but also <color=yellow>the intended way to experience Tangledeep</color>!\n\n
modedescription_randomjob	\n#cy#Ronin Mode#ec#\nA challenging quest for <#ffc80a>experienced#ec# players! (#cr#Requires a blank save slot.#ec#)\nGet #cy#only one Job#ec# with a set of #cy#random abilities#ec#.\nExperience #cg#strange & random#ec# encounters...\nYou will #cr#not be able#ec# to access shared progress.\n
modename_adventure	<color=#40b843>Adventure Mode</color>
modename_hardcore	<color=red>Hardcore Mode</color>
modename_heroic	<color=#ffc80a>Heroic Mode</color>
mon_call_for_help_log	^tag1^ <color=red>calls to its friends</color> for help!
mon_coolfrog	Coolfrog
mon_hungry_beg	I WANT FOOD
mon_memory_king_disp	~ Memory King ~
mon_mon_alchemist_name	Mad Chemist
mon_mon_alchemistboss_name	Sr. Mad Chemist
mon_mon_ancientsteamgolem_name	Guardian Quadriped
mon_mon_banditbrigand_name	Bandit Brigand
mon_mon_banditbuffslinger_name	Bandit Buffslinger
mon_mon_bandithunter_name	Treasure Hunter
mon_mon_banditsniper_name	Bandit Sniper
mon_mon_banditspellshaper_name	Bandit Spellshaper
mon_mon_banditswordmaster_name	Battousai
mon_mon_banditwarlord_name	Duke Dirtbeak
mon_mon_barriercore_name	Barrier Generator
mon_mon_barriercrystal_name	Barrier Crystal
mon_mon_bigurchin_name	Spinebro
mon_mon_cavelion_name	Panthox
mon_mon_creepingspider_name	Cave Stalker
mon_mon_crystallaser_name	Phasma Orbiter
mon_mon_customplayerpet_name	Pet Monster
mon_mon_darkcavelion_name	Dark Panthox
mon_mon_darkfrog_name	Darkfrog
mon_mon_destroyer_name	Destroyer
mon_mon_dimriftboss_name	Mighty Panthrox
mon_mon_electricjelly_name	Electric Jelly
mon_mon_finalboss2_name	Shara Colossus
mon_mon_finalboss_name	Ancient One
mon_mon_finalbossai_name	Supervisor Z-99
mon_mon_finalsentryassembler_name	Power Assembler
mon_mon_fireelemental2_name	Inferno Spirit
mon_mon_firejelly_name	Fire Jelly
mon_mon_friendlyfirespirit_name	Friendly Ember Spirit
mon_mon_friendlymudspirit_name	Friendly Mud Spirit
mon_mon_friendlythunderspirit_name	Friendly Thunder Spirit
mon_mon_friendlywaterspirit_name	Friendly River Spirit
mon_mon_frostedjellyboss_name	Frosted Jelly
mon_mon_fungalcolumn_name	Fungal Column
mon_mon_fungaltoad_name	Fungal Toad
mon_mon_ghostsamurai_name	Wraith
mon_mon_goldfrog_name	Goldfrog
mon_mon_grottoflyer_name	Grotto Flyer
mon_mon_grovepest_name	Grove Pest
mon_mon_guardianorbiter_name	Guardian Orbiter
mon_mon_guardianseeker_name	Guardian Seeker
mon_mon_guardiansphere_name	Guardian Sphere
mon_mon_guardianspiderboss_name	Guardian Arachnoid
mon_mon_harmlessfungaltoad_name	Harmless Frog
mon_mon_heavyfightersentry_name	Heavy Fighter Sentry
mon_mon_heavygolem_name	Heavy Golem
mon_mon_hoverbot_name	Guardian Steward
mon_mon_hunterwolf_name	Spirit Wolf
mon_mon_itemworldcrystal_name	Item Dream Crystal
mon_mon_jadebeetle_name	Goliath Beetle
mon_mon_jadesalamander_name	Jade Salamander
mon_mon_komodon_name	Grizzled Komodon
mon_mon_livingvine_name	Floraconda
mon_mon_medicrobotcaster_name	Medi-Ray Dispatcher
mon_mon_medicrobotspawner_name	Regenerator
mon_mon_minicavelion_name	Summoned Mini-Panthox
mon_mon_minifrostedjelly_name	Mini Frosted Jelly
mon_mon_minimossjelly_name	Mini Moss Jelly
mon_mon_mossbeast_name	Verdigrizzly
mon_mon_mottledsandjaw_name	Mottled Sandjaw
mon_mon_mottledsandjawlava_name	Heated Sandjaw
mon_mon_neutralizer_name	Neutralizer
mon_mon_nightmarecrystal_name	Nightmare Crystal
mon_mon_nightmareking_name	~ Nightmare Queen ~
mon_mon_phasmaturret_name	Phasma Emitter
mon_mon_pirahnas_name	Airacudas
mon_mon_plantturret_name	Spitting Plant
mon_mon_plunderer_name	Plunderer
mon_mon_plundererboss_name	Sr. Plunderer
mon_mon_poisonelemental_name	Sludge Spirit
mon_mon_purplebanditswordmaster_name	Corrupted Battousai
mon_mon_purplefrostedjelly_name	Corrupted Jelly
mon_mon_purplepirahnas_name	Corrupted Airacudas
mon_mon_purplewaterelemental_name	Corrupted River Spirit
mon_mon_redcrab_name	Crabbid
mon_mon_robotsnake_name	Guardian Lurker
mon_mon_rockgolem_name	Craggan
mon_mon_rockviper_name	Rock Viper
mon_mon_rockviperlava_name	Lava Viper
mon_mon_salamander_name	Salamander
mon_mon_sentryassembler_name	Sentry Assembler
mon_mon_sentrybot2_name	Heavy Support Sentry
mon_mon_sentrybot_name	Sentry Bot
mon_mon_shadowclone_name	Shadow Clone
mon_mon_shadowelementalboss_name	Demon Spirit
mon_mon_shadowturret_name	Shadow Turret
mon_mon_sideareaboss1_name	Guardian XA1
mon_mon_sideareaboss2_name	Guardian XA2
mon_mon_sideareaboss4_name	Research Overseer
mon_mon_slimerat_name	Mold-Infested Vermin
mon_mon_soulshade_name	Soulshade
mon_mon_summonedbogfrog_name	Summoned Bog Frog
mon_mon_summonedbonecrab_name	Summoned Bonecrab
mon_mon_summonedbulllivingvine_name	Summoned Bull Floraconda
mon_mon_summonedfungaltoad_name	Summoned Fungal Toad
mon_mon_swamptoad_name	Bog Frog
mon_mon_targetdummy_name	Target Dummy
mon_mon_toxicurchin_name	Quillkin
mon_mon_tutorialmossjelly_name	Moss Jelly
mon_mon_vinestalker_name	Vine Stalker
mon_mon_youngfireelemental_name	Ember Spirit
mon_mon_younglightningelemental_name	Thunder Spirit
mon_mon_youngwaterelemental_name	River Spirit
mon_nightmare_king_disp	~ NIGHTMARE QUEEN ~
mon_nightmare_prince_disp	~ NIGHTMARE PRINCE ~
mon_want_popup	I WANT THAT!
money_bt	^tag1^ gold!
monmod_monmod_acid_mname	Acidified
monmod_monmod_banisher_mname	Banisher
monmod_monmod_barrier_mname	Barrier
monmod_monmod_blademaster_mname	Blademaster
monmod_monmod_blazing_mname	Blazing
monmod_monmod_cheerleader_mname	Cheerleader
monmod_monmod_chilled_mname	Chilled
monmod_monmod_conjurer_mname	Conjurer
monmod_monmod_detonating_mname	Detonating
monmod_monmod_explosive_mname	Explosive
monmod_monmod_firewaterresistant2_mname	Fire/Water Immune
monmod_monmod_firewaterresistant_mname	Fire/Water Resistant
monmod_monmod_frogmaster_mname	Frogmaster
monmod_monmod_hauler_mname	Hauler
monmod_monmod_healdampening_mname	Heal-Dampening
monmod_monmod_hurricane_mname	Hurricane
monmod_monmod_icedaggers_mname	Icedaggers
monmod_monmod_illusionist_mname	Illusionist
monmod_monmod_leadtouched_mname	Lead-Touched
monmod_monmod_negator_mname	Negator
monmod_monmod_phasing_mname	Phasing
monmod_monmod_physicalresistant2_mname	Physical Immune
monmod_monmod_physicalresistant_mname	Physical Resistant
monmod_monmod_plague_mname	Plaguebearer
monmod_monmod_puller_mname	Puller
monmod_monmod_regenerating2_mname	Tenacious
monmod_monmod_resbreaker_mname	Resist-Piercing
monmod_monmod_shadowlightresistant2_mname	Shadow/Lightning Immune
monmod_monmod_shadowlightresistant_mname	Shadow/Lightning Resistant
monmod_monmod_shocking_mname	Shocking
monmod_monmod_summoner_mname	Summoner
monmod_monmod_toxic_mname	Toxic
monmod_monmod_truenightmare_mname	Nightmare
monmod_monmod_turtling_mname	Turtling
monmod_monmod_vampire_mname	Vampire
monster_attr_alwaysmoveabils	Always Jumps
monster_attr_berserker	Berserker
monster_attr_callforhelp	Calls For Help
monster_attr_cantact	Cannot Act
monster_attr_cantattack	Cannot Attack
monster_attr_combinable	Combines With Others
monster_attr_flying	Flying
monster_attr_gangsup	Prefers To Attack In Groups
monster_attr_greedy	Greedy
monster_attr_healer	Healer
monster_attr_lazy	Lazy
monster_attr_lovesbattles	Attracted To Noise
monster_attr_loveselec	Immune to Electric Tiles
monster_attr_loveslava	Immune to Lava
monster_attr_lovesmud	Immune to Mud
monster_attr_no_knockout	Cannot Be Captured
monster_attr_pacifist	Pacifist
monster_attr_predator	Prefers Low Health Targets
monster_attr_ronin	Likes to Wander
monster_attr_sniper	Fights at Range
monster_attr_stalker	Hunts At Distance
monster_attr_startasleep	Sleepy
monster_attr_supporter	Supports Other Monsters
monster_attr_timid	Runs At Low Health
monster_fascinated	^tag1^ is fascinated by nearby treasure.
monster_name_elemking	#cy#^tag1^ King ^tag2^#ec#
monster_name_elemking_shadow	#cy#Shadow King ^tag2^#ec#
monster_want_item_bt	GIVE ME THAT!
monster_want_item_log	<color=yellow>^tag1^ salivates at the sight of ^tag2^!</color>
monsterpedia_default_text	Defeat monsters to learn more about them! The more of each monster type you defeat, the more information will be revealed.
monsterpedia_playerlearn	Wild Child Skill: <color=yellow>^tag5^</color>
monsterpedia_stats1	Base Level: <color=yellow>^tag1^</color>\nFamily: <color=#40b843>^tag2^</color>\n
monsterpedia_stats2	Number Defeated: <color=yellow>^tag1^</color>\n\n
monsterpedia_stats3	Base Health: <color=yellow>^tag1^</color>\nHighest Stat: <color=yellow>^tag2^</color> (^tag3^)\nAggro Range: <color=yellow>^tag4^</color>\n\n
monsterpedia_stats4	Weapon Power: <color=red>^tag1^</color>\nAbilities: <color=#0cffe6>^tag2^</color>\n\n
monsterpedia_stats5	Attributes: ^tag1^
monsters_defeated	Monsters Defeated
name_nightmareprince_lair	Nightmare Prince's Lair
nando_explain_food	#cy#NANDO:#ec# Outstanding! *huff huff*\n\nI start with the best all-natural ingredients, locally sourced of course. Kick it up with a pinch #cy#secret spice blend#ec#... And that's it!\n\nEat food to #cy#recover stats quickly#ec#, but #cy#you'll need time to digest#ec# so don't just pig out whenever.\n
newgameplus_option_existing	Would you like to <color=yellow>RESTART</color> your NEW GAME+ world? Your existing character and meta progress <color=#40b843>will be saved</color>, but the world will be <color=#40b843>completely reset</color>.
newgameplus_option_new	Would you like to begin a <color=yellow>NEW GAME+</color> save? Your existing character and meta progress <color=#40b843>will be saved</color>, and you will start in a new world with <color=red>much harder monsters</color>... (<color=#40b843>and more rare treasure!</color>)
newgameplus_start	You prepare for <color=red>greater challenges</color> ahead...
no_save_game_data	No save game data.
npc_craggan_foreman_name	Craggan Foreman
npc_craggan_merchant_name	Rescued Craggan Miner
npc_craggan_worker_name	Craggan Miner
npc_give_item	<color=#40b843>^tag1^</color> gives you ^tag2^!
npc_memorytree_name	Tree of Memories
npc_name_lostmagician	Etyb
npc_name_tunneler	Maxwell
npc_npc_armorguy_name	Armando (Armor Shop)
npc_npc_armormaster_name	Jorito (Armor Master)
npc_npc_banker_name	W.R. Chimperton III (Banker)
npc_npc_banquo_name	Banquo
npc_npc_bombguy_name	Belak (Bomb Shop)
npc_npc_campfire_husyn_name	Overgrown Machine
npc_npc_campteacher_name	Ralja En'Ciel
npc_npc_captiveairacudas_name	Captive Airacudas
npc_npc_captivecavestalker_name	Captive Cave Stalker
npc_npc_captivefungaltoad_name	Captive Fungal Toad
npc_npc_captivegoliathbeetle_name	Captive Goliath Beetle
npc_npc_captivegrottoflyer_name	Captive Grotto Flyer
npc_npc_captivemossjelly_name	Captive Moss Jelly
npc_npc_captivepanthox_name	Captive Panthox
npc_npc_captivesalamander_name	Captive Salamander
npc_npc_carrotpatchsign_name	Wood Sign
npc_npc_casino1_name	The Lounge Shark
npc_npc_casinoshop_name	Katie
npc_npc_computer_name	Computer
npc_npc_cookingfire_name	Open Fire
npc_npc_dimrift_madscientist_name	Mad Scientist
npc_npc_etyb_name	(Unused) Etyb
npc_npc_fallen_shara_name	Fallen Shara
npc_npc_farmer_name	Langdon
npc_npc_foodcart_name	Food Cart
npc_npc_friendlybandit1_name	Bezo
npc_npc_frozenbandit_name	Frozen Bandit
npc_npc_frozenrobot_name	Frozen Machine
npc_npc_frozenscientist_1_name	Frozen Scientist
npc_npc_frozenscientist_2_name	Partially-Frozen Scientist
npc_npc_frozenscientist_3_name	Thawed Scientist
npc_npc_gamingjelly_name	Gaming Jelly
npc_npc_halfdemon_campfire_name	Cyrus
npc_npc_healer_name	Percy (Healer)
npc_npc_herbalist_name	Kadishev Dox
npc_npc_itemworld_name	Ancient Machine
npc_npc_jewelryguy_name	Juliando (Jewelry Shop)
npc_npc_julia_name	Julia
npc_npc_katje_name	Katie Twinkles (General Store)
npc_npc_katjedungeonpotion_name	Katie Twinkles (Potion Store)
npc_npc_katybanditquest_name	Bandit Lady
npc_npc_magicbacker_name	Kai (Magic Shop)
npc_npc_mapmerchant_name	Zephiira (Map Shop)
npc_npc_milbereth_name	Mil'Bereth
npc_npc_monsterguy_name	Jesse (Monster Rancher)
npc_npc_monstervalleyrancher_name	Alexis (Monster Rancher)
npc_npc_moonrabbit_name	Tsukida
npc_npc_muguzmo_name	Muguzmo
npc_npc_nando_name	Nando (Consumables Shop)
npc_npc_painter_name	Talrose
npc_npc_peebis_name	Peebis (??? Shop)
npc_npc_petshop_name	Pando (Pet Store)
npc_npc_pettrainer_name	Cat'ie
npc_npc_pinkslimepet_name	Jellyboo
npc_npc_questgiver_name	Erin (Rumor Gatherer)
npc_npc_rangedguy_name	Rando (Ranged Gear Shop)
npc_npc_restfire_name	Comforting Fire
npc_npc_ruby_puzzle_sign_name	Sign
npc_npc_rubymoon_merchant_name	Ruby Moon
npc_npc_shara1_name	Hooded Woman
npc_npc_shara_preboss3_name	Shara
npc_npc_slayweaponguy_name	Wando (Special Weapon Shop)
npc_npc_slimemerchant_name	Hildegarde (Food Shop)
npc_npc_slotmachine_name	Slot Machine
npc_npc_snowmachine_name	Strange Device
npc_npc_status_console_final_area_name	Master Repair Status Console
npc_npc_status_console_hub_1_name	Weapons Facility Status
npc_npc_status_console_hub_2_name	Fabricator Status
npc_npc_status_console_hub_3_name	Regenerator Status
npc_npc_status_console_hub_4_name	Research Center Status
npc_npc_statute_name	Statue
npc_npc_tinkerer_name	Mir (Tinkerer)
npc_npc_unfrozenplunderer_name	Thawed Bandit
npc_npc_wardrobe_name	Wardrobe
npc_npc_weaponmaster_name	Jorito (Weapon Master)
npc_town_tree1_name	Tree
open_pandora_box	<color=yellow>The box opens!</color> <color=#ffc80a>All monsters will become tougher permanently...</color>
option_minimap_cycle	Cycle
option_minimap_overlay	Translucent
option_str_off	Off
option_str_on	On
panicked_bt	PANICKED!
panicked_log	^tag1^ panics!
patch_150_notes	#big#Tangledeep Patch 1.50#endbig#\n\nGood news! All of your save slots now share a #cg#single banker#ec# with a shared inventory, capacity, and gold stash!\n\n#cg#Jobs, character feats, and pets#ec# are also now shared among all slots.\n\nProgress from #cy#this#ec# save slot has now been added to the shared progress file.\n\nPlease load any #cy#other save slots#ec# with bank and unlock content, then #cg#save the game#ec# to finish synchronizing all progress!\n\n
percy_mutters	<color=yellow>Percy</color> lazily mutters an incantation...
pet_behavior_abilities_no	<color=red>Do not</color> use your abilities.
pet_behavior_abilities_yes	Please <color=#40b843>use your abilities</color>.
pet_behavior_attack_no	#cr#Do not#ec# attack anything!
pet_behavior_attack_yes	#cg#Attack monsters#ec# I'm fighting!
pet_behavior_cometome	Come to me <color=red>immediately</color>!
pet_behavior_cometome_cooldown	<color=red>Can call pet again in </color>^tag1^<color=red> round(s)</color>
pet_behavior_dismiss	You are dismissed. (<color=red>Pet will disappear!</color>)
pet_behavior_follow_close	Follow me <color=yellow>very closely</color>.
pet_behavior_follow_wander	You can <color=#40b843>wander</color> around me.
pet_default_name_1	Moo Moo
pet_default_name_10	Orange Joe
pet_default_name_11	Morty
pet_default_name_12	Dogwater
pet_default_name_13	Stinky
pet_default_name_14	Champ
pet_default_name_15	Fido
pet_default_name_16	Puffles
pet_default_name_17	Bingo
pet_default_name_18	Shadow
pet_default_name_19	Pineapple
pet_default_name_2	Buddy
pet_default_name_20	Mango
pet_default_name_21	Feets
pet_default_name_22	Pinky
pet_default_name_23	Lefty
pet_default_name_24	Cheddar
pet_default_name_25	Jay Pee
pet_default_name_26	Comrade
pet_default_name_27	The Sultan
pet_default_name_28	Duke
pet_default_name_29	Flowerpot
pet_default_name_3	Max
pet_default_name_30	Tum
pet_default_name_31	Waggles
pet_default_name_32	Itchy
pet_default_name_33	Stampy
pet_default_name_34	Midnight
pet_default_name_35	Lunch
pet_default_name_36	Flash
